,y
2998,1
2999,1
3000,1
3001,0
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0
3008,0
3009,0
3010,0
3011,1
3012,1
3013,0
3014,1
3015,0
3016,1
3017,1
3018,1
3019,1
3020,0
3021,1
3022,1
3023,0
3024,0
3025,0
3026,0
3027,0
3028,1
3029,0
3030,1
3031,0
3032,0
3033,1
3034,0
3035,1
3036,1
3037,1
3038,0
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,0
3046,1
3047,0
3048,1
3049,1
3050,0
3051,0
3052,0
3053,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,0
3060,1
3061,0
3062,0
3063,1
3064,0
3065,1
3066,0
3067,1
3068,0
3069,1
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,1
3077,1
3078,0
3079,0
3080,0
3081,1
3082,0
3083,1
3084,0
3085,0
3086,1
3087,1
3088,1
3089,0
3090,1
3091,0
3092,0
3093,0
3094,1
3095,0
3096,1
3097,1
3098,1
3099,0
3100,0
3101,0
3102,1
3103,0
3104,1
3105,1
3106,1
3107,1
3108,0
3109,0
3110,1
3111,0
3112,1
3113,1
3114,1
3115,0
3116,0
3117,0
3118,1
3119,1
3120,1
3121,1
3122,0
3123,0
3124,1
3125,0
3126,0
3127,1
3128,0
3129,0
3130,0
3131,1
3132,1
3133,0
3134,1
3135,1
3136,0
3137,0
3138,0
3139,0
3140,1
3141,1
3142,0
3143,0
3144,1
3145,0
3146,0
3147,0
3148,0
3149,0
3150,1
3151,0
3152,1
3153,1
3154,0
3155,1
3156,1
3157,1
3158,0
3159,0
3160,1
3161,0
3162,1
3163,1
3164,1
3165,0
3166,0
3167,1
3168,0
3169,1
3170,1
3171,0
3172,1
3173,0
3174,0
3175,1
3176,0
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,0
3192,0
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,0
3201,1
3202,1
3203,1
3204,0
3205,1
3206,1
3207,0
3208,0
3209,0
3210,1
3211,0
3212,0
3213,0
3214,1
3215,1
3216,1
3217,1
3218,0
3219,1
3220,1
3221,1
3222,1
3223,1
3224,0
3225,0
3226,1
3227,0
3228,1
3229,1
3230,0
3231,1
3232,1
3233,1
3234,1
3235,0
3236,1
3237,0
3238,0
3239,1
3240,1
3241,1
3242,1
3243,0
3244,1
3245,1
3246,1
3247,1
3248,1
3249,0
3250,1
3251,1
3252,1
3253,0
3254,1
3255,1
3256,0
3257,1
3258,0
3259,1
3260,0
3261,0
3262,1
3263,1
3264,0
3265,0
3266,1
3267,0
3268,0
3269,1
3270,1
3271,1
3272,1
3273,0
3274,1
3275,1
3276,1
3277,0
3278,1
3279,0
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,1
3288,0
3289,0
3290,1
3291,1
3292,1
3293,1
3294,0
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,0
3311,0
3312,0
3313,0
3314,1
3315,0
3316,1
3317,1
3318,0
3319,0
3320,0
3321,0
3322,1
3323,0
3324,1
3325,0
3326,1
3327,0
3328,0
3329,1
3330,0
3331,1
3332,1
3333,1
3334,1
3335,1
3336,0
3337,1
3338,0
3339,0
3340,1
3341,1
3342,1
3343,1
3344,1
3345,0
3346,0
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,0
3356,0
3357,1
3358,1
3359,1
3360,1
3361,1
3362,0
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,0
3370,0
3371,1
3372,1
3373,0
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,0
3383,1
3384,1
3385,1
3386,1
3387,0
3388,1
3389,1
3390,1
3391,0
3392,0
3393,1
3394,1
3395,0
3396,0
3397,0
3398,0
3399,1
3400,1
3401,0
3402,1
3403,1
3404,1
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,0
3418,1
3419,0
3420,1
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,0
3431,1
3432,1
3433,0
3434,1
3435,1
3436,0
3437,1
3438,1
3439,0
3440,1
3441,1
3442,1
3443,0
3444,1
3445,1
3446,1
3447,1
3448,0
3449,0
3450,0
3451,1
3452,1
3453,0
3454,0
3455,0
3456,0
3457,1
3458,1
3459,1
3460,1
3461,1
3462,0
3463,1
3464,1
3465,1
3466,1
3467,1
3468,0
3469,1
3470,1
3471,1
3472,0
3473,0
3474,1
3475,0
3476,1
3477,1
3478,1
3479,0
3480,0
3481,1
3482,1
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,0
3493,1
3494,1
3495,1
3496,1
3497,0
3498,1
3499,0
3500,1
3501,1
3502,1
3503,1
3504,0
3505,1
3506,0
3507,0
3508,0
3509,1
3510,1
3511,0
3512,1
3513,0
3514,0
3515,0
3516,1
3517,1
3518,0
3519,1
3520,0
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,0
3529,1
3530,1
3531,1
3532,1
3533,0
3534,0
3535,0
3536,1
3537,1
3538,1
3539,1
3540,0
3541,0
3542,1
3543,1
3544,1
3545,1
3546,0
3547,0
3548,0
3549,1
3550,0
3551,1
3552,1
3553,1
3554,0
3555,1
3556,1
3557,0
3558,0
3559,1
3560,0
3561,1
3562,1
3563,0
3564,0
3565,0
3566,0
3567,0
3568,1
3569,1
3570,1
3571,0
3572,1
3573,1
3574,0
3575,1
3576,1
3577,1
3578,1
3579,1
3580,0
3581,0
3582,0
3583,1
3584,1
3585,0
3586,1
3587,0
3588,0
3589,0
3590,0
3591,0
3592,1
3593,0
3594,0
3595,1
3596,0
3597,1
3598,1
3599,1
3600,0
3601,0
3602,1
3603,0
3604,1
3605,0
3606,0
3607,1
3608,0
3609,1
3610,0
3611,0
3612,0
3613,1
3614,0
3615,1
3616,1
3617,1
3618,1
3619,1
3620,1
3621,0
3622,1
3623,1
3624,0
3625,0
3626,0
3627,1
3628,1
3629,0
3630,1
3631,0
3632,0
3633,0
3634,1
3635,0
3636,1
3637,1
3638,0
3639,1
3640,1
3641,1
3642,1
3643,0
3644,1
3645,1
3646,1
3647,0
3648,0
3649,1
3650,1
3651,1
3652,1
3653,0
3654,1
3655,0
3656,1
3657,1
3658,1
3659,1
3660,1
3661,0
3662,0
3663,0
3664,0
3665,1
3666,1
3667,1
3668,0
3669,1
3670,1
3671,0
3672,0
3673,0
3674,1
3675,0
3676,1
3677,0
3678,0
3679,1
3680,1
3681,0
3682,0
3683,1
3684,0
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,0
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,1
3701,1
3702,1
3703,0
3704,1
3705,1
3706,1
3707,1
3708,0
3709,0
3710,1
3711,1
3712,1
3713,0
3714,1
3715,1
3716,0
3717,1
3718,0
3719,0
3720,0
3721,1
3722,0
3723,1
3724,1
3725,1
3726,0
3727,0
3728,1
3729,1
3730,0
3731,1
3732,1
3733,1
3734,0
3735,1
3736,1
3737,1
3738,1
3739,1
3740,1
3741,0
3742,0
3743,1
3744,1
3745,1
3746,1
3747,1
3748,1
3749,1
3750,0
3751,1
3752,0
3753,0
3754,0
3755,1
3756,0
3757,1
3758,0
3759,1
3760,1
3761,1
3762,1
3763,1
3764,1
3765,0
3766,1
3767,1
3768,1
3769,0
3770,0
3771,1
3772,1
3773,0
3774,0
3775,1
3776,1
3777,1
3778,1
3779,0
3780,1
3781,1
3782,1
3783,1
3784,0
3785,1
3786,1
3787,1
3788,1
3789,0
3790,0
3791,1
3792,1
3793,0
3794,1
3795,1
3796,1
3797,1
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,0
3805,1
3806,1
3807,0
3808,1
3809,0
3810,0
3811,1
3812,1
3813,0
3814,1
3815,0
3816,1
3817,1
3818,1
3819,1
3820,0
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,0
3828,0
3829,1
3830,0
3831,1
3832,0
3833,1
3834,0
3835,0
3836,1
3837,1
3838,0
3839,0
3840,1
3841,0
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,0
3849,1
3850,0
3851,0
3852,1
3853,0
3854,0
3855,1
3856,0
3857,1
3858,1
3859,1
3860,0
3861,0
3862,1
3863,0
3864,0
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,0
3872,1
3873,0
3874,1
3875,0
3876,1
3877,0
3878,0
3879,0
3880,0
3881,0
3882,1
3883,1
3884,0
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,0
3894,1
3895,1
3896,0
3897,1
3898,1
3899,1
3900,0
3901,0
3902,0
3903,0
3904,1
3905,0
3906,1
3907,0
3908,0
3909,1
3910,1
3911,0
3912,1
3913,0
3914,0
3915,1
3916,1
3917,1
3918,1
3919,0
3920,1
3921,0
3922,1
3923,0
3924,0
3925,1
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,1
3933,0
3934,1
3935,0
3936,0
3937,0
3938,1
3939,0
3940,1
3941,1
3942,0
3943,1
3944,1
3945,0
3946,1
3947,1
3948,1
3949,1
3950,0
3951,1
3952,0
3953,1
3954,0
3955,0
3956,0
3957,1
3958,0
3959,1
3960,1
3961,1
3962,0
3963,0
3964,1
3965,0
3966,0
3967,1
3968,1
3969,0
3970,1
3971,0
3972,1
3973,1
3974,1
3975,1
3976,1
3977,0
3978,0
3979,1
3980,0
3981,1
3982,1
3983,1
3984,1
3985,1
3986,1
3987,0
3988,1
3989,1
3990,0
3991,1
3992,1
3993,0
3994,1
3995,0
3996,1
3997,1
3998,0
3999,0
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,1
4008,1
4009,1
4010,1
4011,1
4012,0
4013,1
4014,0
4015,1
4016,0
4017,0
4018,0
4019,0
4020,1
4021,1
4022,0
4023,0
4024,1
4025,0
4026,1
4027,1
4028,1
4029,1
4030,0
4031,1
4032,0
4033,0
4034,0
4035,1
4036,1
4037,1
4038,0
4039,0
4040,1
4041,1
4042,1
4043,0
4044,1
4045,0
4046,1
4047,1
4048,1
4049,1
4050,1
4051,1
4052,1
4053,0
4054,0
4055,0
4056,1
4057,1
4058,1
4059,1
4060,1
4061,0
4062,0
4063,1
4064,0
4065,1
4066,1
4067,1
4068,0
4069,1
4070,1
4071,0
4072,0
4073,0
4074,1
4075,0
4076,1
4077,1
4078,1
4079,0
4080,1
4081,0
4082,1
4083,1
4084,0
4085,1
4086,1
4087,1
4088,0
4089,0
4090,1
4091,1
4092,0
4093,1
4094,1
4095,0
4096,0
4097,1
4098,0
4099,1
4100,1
4101,1
4102,1
4103,0
4104,1
4105,1
4106,0
4107,0
4108,1
4109,1
4110,0
4111,1
4112,1
4113,0
4114,1
4115,1
4116,1
4117,1
4118,0
4119,1
4120,0
4121,0
4122,0
4123,0
4124,1
4125,1
4126,1
4127,0
4128,1
4129,0
4130,0
4131,0
4132,1
4133,0
4134,1
4135,1
4136,0
4137,1
4138,1
4139,1
4140,0
4141,0
4142,0
4143,1
4144,1
4145,0
4146,1
4147,1
4148,0
4149,0
4150,0
4151,0
4152,0
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,0
4160,0
4161,1
4162,0
4163,1
4164,1
4165,1
4166,1
4167,1
4168,0
4169,0
4170,0
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,0
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,0
4186,1
4187,1
4188,1
4189,1
4190,0
4191,0
4192,0
4193,1
4194,0
4195,1
4196,1
4197,1
4198,1
4199,1
4200,1
4201,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4208,1
4209,0
4210,1
4211,0
4212,1
4213,1
4214,1
4215,0
4216,1
4217,0
4218,1
4219,1
4220,0
4221,1
4222,1
4223,0
4224,0
4225,1
4226,0
4227,0
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,1
4243,1
4244,1
4245,1
4246,1
4247,0
4248,1
4249,1
4250,0
4251,1
4252,0
4253,1
4254,1
4255,1
4256,1
4257,0
4258,1
4259,0
4260,1
4261,1
4262,1
4263,1
4264,1
4265,1
4266,0
4267,0
4268,1
4269,0
4270,1
4271,1
4272,1
4273,1
4274,0
4275,1
4276,0
4277,1
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,0
4288,1
4289,1
4290,1
4291,1
4292,1
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,0
4302,1
4303,1
4304,1
4305,1
4306,0
4307,0
4308,1
4309,1
4310,1
4311,1
4312,0
4313,1
4314,1
4315,0
4316,0
4317,1
4318,0
4319,1
4320,1
4321,1
4322,1
4323,1
4324,0
4325,1
4326,1
4327,1
4328,1
4329,1
4330,1
4331,1
4332,0
4333,1
4334,1
4335,1
4336,1
4337,1
4338,1
4339,1
4340,0
4341,1
4342,1
4343,1
4344,0
4345,1
4346,0
4347,0
4348,0
4349,1
4350,1
4351,0
4352,1
4353,0
4354,1
4355,1
4356,1
4357,0
4358,0
4359,1
4360,1
4361,1
4362,0
4363,1
4364,1
4365,1
4366,1
4367,1
4368,1
4369,1
4370,1
4371,1
4372,0
4373,1
4374,0
4375,1
4376,1
4377,0
4378,1
4379,0
4380,0
4381,1
4382,0
4383,1
4384,1
4385,0
4386,0
4387,1
4388,1
4389,1
4390,1
4391,0
4392,1
4393,1
4394,1
4395,1
4396,1
4397,1
4398,0
4399,1
4400,0
4401,1
4402,1
4403,1
4404,0
4405,1
4406,1
4407,1
4408,1
4409,0
4410,1
4411,1
4412,0
4413,1
4414,1
4415,1
4416,1
4417,1
4418,1
4419,1
4420,1
4421,1
4422,1
4423,0
4424,1
4425,0
4426,0
4427,0
4428,1
4429,1
4430,1
4431,1
4432,1
4433,1
4434,1
4435,0
4436,0
4437,0
4438,1
4439,1
4440,1
4441,1
4442,0
4443,0
4444,1
4445,1
4446,1
4447,1
4448,1
4449,0
4450,1
4451,0
4452,1
4453,1
4454,1
4455,1
4456,1
4457,0
4458,1
4459,1
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,0
4467,1
4468,1
4469,1
4470,0
4471,0
4472,0
4473,1
4474,1
4475,0
4476,1
4477,1
4478,1
4479,0
4480,1
4481,0
4482,1
4483,1
4484,1
4485,0
4486,0
4487,1
4488,1
4489,1
4490,1
4491,1
4492,0
4493,0
4494,1
4495,1
4496,0
4497,1
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4504,0
4505,1
4506,1
4507,1
4508,1
4509,0
4510,1
4511,1
4512,0
4513,1
4514,1
4515,1
4516,1
4517,0
4518,1
4519,0
4520,0
4521,1
4522,0
4523,1
4524,1
4525,1
4526,0
4527,0
4528,1
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,1
4536,1
4537,0
4538,1
4539,0
4540,1
4541,1
4542,0
4543,1
4544,0
4545,0
4546,1
4547,1
4548,0
4549,1
4550,1
4551,0
4552,1
4553,1
4554,1
4555,1
4556,0
4557,0
4558,1
4559,1
4560,1
4561,1
4562,0
4563,0
4564,0
4565,1
4566,1
4567,1
4568,0
4569,1
4570,0
4571,1
4572,1
4573,1
4574,0
4575,0
4576,1
4577,1
4578,0
4579,1
4580,1
4581,1
4582,0
4583,1
4584,1
4585,1
4586,1
4587,1
4588,0
4589,0
4590,1
4591,0
4592,1
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,0
4600,1
4601,0
4602,1
4603,1
4604,1
4605,1
4606,1
4607,0
4608,1
4609,1
4610,1
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,1
4619,0
4620,1
4621,0
4622,0
4623,1
4624,1
4625,1
4626,1
4627,1
4628,0
4629,0
4630,1
4631,0
4632,1
4633,1
4634,0
4635,0
4636,0
4637,1
4638,1
4639,1
4640,0
4641,1
4642,0
4643,1
4644,1
4645,1
4646,1
4647,0
4648,1
4649,0
4650,1
4651,1
4652,1
4653,0
4654,0
4655,0
4656,1
4657,0
4658,0
4659,0
4660,1
4661,1
4662,1
4663,1
4664,1
4665,1
4666,1
4667,0
4668,0
4669,0
4670,1
4671,1
4672,1
4673,1
4674,0
4675,1
4676,1
4677,0
4678,1
4679,1
4680,0
4681,0
4682,1
4683,0
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,0
4691,1
4692,0
4693,0
4694,0
4695,1
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,0
4703,0
4704,1
4705,0
4706,0
4707,1
4708,1
4709,1
4710,1
4711,0
4712,1
4713,1
4714,1
4715,0
4716,1
4717,1
4718,1
4719,1
4720,1
4721,1
4722,1
4723,0
4724,1
4725,0
4726,0
4727,1
4728,1
4729,1
4730,0
4731,0
4732,1
4733,1
4734,1
4735,0
4736,0
4737,1
4738,0
4739,1
4740,1
4741,1
4742,1
4743,1
4744,0
4745,1
4746,0
4747,1
4748,1
4749,1
4750,0
4751,1
4752,1
4753,1
4754,1
4755,1
4756,0
4757,1
4758,1
4759,0
4760,0
4761,1
4762,1
4763,0
4764,0
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,0
4772,0
4773,0
4774,0
4775,1
4776,1
4777,0
4778,1
4779,0
4780,1
4781,0
4782,0
4783,0
4784,1
4785,1
4786,0
4787,1
4788,0
4789,0
4790,1
4791,1
4792,1
4793,0
4794,1
4795,0
4796,0
4797,0
4798,0
4799,1
4800,0
4801,0
4802,0
4803,1
4804,1
4805,1
4806,1
4807,1
4808,1
4809,0
4810,1
4811,1
4812,1
4813,0
4814,0
4815,1
4816,0
4817,1
4818,0
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,0
4826,1
4827,1
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,1
4836,0
4837,1
4838,1
4839,1
4840,0
4841,0
4842,1
4843,1
4844,1
4845,1
4846,1
4847,0
4848,0
4849,1
4850,0
4851,1
4852,0
4853,0
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,0
4865,0
4866,1
4867,1
4868,1
4869,0
4870,0
4871,0
4872,1
4873,1
4874,0
4875,1
4876,1
4877,0
4878,1
4879,0
4880,0
4881,1
4882,1
4883,0
4884,1
4885,1
4886,1
4887,1
4888,0
4889,1
4890,0
4891,0
4892,1
4893,0
4894,1
4895,1
4896,1
4897,0
4898,0
4899,1
4900,0
4901,1
4902,1
4903,0
4904,1
4905,1
4906,0
4907,1
4908,0
4909,1
4910,1
4911,1
4912,0
4913,1
4914,0
4915,0
4916,1
4917,0
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,1
4926,0
4927,1
4928,0
4929,1
4930,1
4931,1
4932,0
4933,1
4934,0
4935,0
4936,1
4937,1
4938,0
4939,1
4940,1
4941,0
4942,0
4943,0
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,1
4952,0
4953,1
4954,1
4955,1
4956,0
4957,1
4958,0
4959,0
4960,1
4961,1
4962,0
4963,1
4964,1
4965,0
4966,1
4967,0
4968,0
4969,0
4970,1
4971,0
4972,1
4973,1
4974,0
4975,1
4976,1
4977,1
4978,1
4979,1
4980,0
4981,1
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4990,1
4991,1
4992,1
4993,1
4994,1
4995,1
4996,0
4997,0
4998,1
4999,0
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5013,1
5014,0
5015,0
5016,1
5017,1
5018,1
5019,0
5020,0
5021,0
5022,0
5023,1
5024,1
5025,0
5026,0
5027,1
5028,0
5029,0
5030,1
5031,1
5032,1
5033,1
5034,1
5035,1
5036,1
5037,1
5038,0
5039,1
5040,1
5041,1
5042,0
5043,0
5044,0
5045,1
5046,0
5047,1
5048,0
5049,0
5050,1
5051,1
5052,1
5053,1
5054,1
5055,0
5056,1
5057,1
5058,1
5059,1
5060,1
5061,0
5062,0
5063,0
5064,1
5065,0
5066,1
5067,1
5068,1
5069,0
5070,1
5071,1
5072,0
5073,1
5074,0
5075,0
5076,1
5077,1
5078,1
5079,1
5080,1
5081,0
5082,1
5083,0
5084,1
5085,1
5086,1
5087,0
5088,1
5089,1
5090,1
5091,1
5092,0
5093,1
5094,1
5095,1
5096,0
5097,1
5098,1
5099,1
5100,0
5101,0
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,0
5112,1
5113,1
5114,0
5115,1
5116,1
5117,0
5118,1
5119,0
5120,1
5121,1
5122,1
5123,1
5124,0
5125,0
5126,1
5127,0
5128,1
5129,0
5130,1
5131,1
5132,1
5133,0
5134,0
5135,1
5136,1
5137,1
5138,1
5139,1
5140,1
5141,0
5142,1
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,0
5151,1
5152,1
5153,1
5154,0
5155,1
5156,1
5157,1
5158,0
5159,1
5160,1
5161,1
5162,0
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,0
5170,0
5171,1
5172,1
5173,1
5174,1
5175,1
5176,0
5177,0
5178,1
5179,0
5180,1
5181,0
5182,1
5183,1
5184,0
5185,1
5186,1
5187,1
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,0
5195,1
5196,1
5197,1
5198,1
5199,1
5200,1
5201,0
5202,1
5203,1
5204,0
5205,0
5206,0
5207,0
5208,0
5209,1
5210,0
5211,0
5212,0
5213,1
5214,0
5215,0
5216,1
5217,1
5218,1
5219,1
5220,0
5221,1
5222,0
5223,1
5224,1
5225,1
5226,1
5227,0
5228,1
5229,1
5230,0
5231,1
5232,1
5233,1
5234,1
5235,0
5236,1
5237,1
5238,0
5239,1
5240,0
5241,1
5242,0
5243,1
5244,1
5245,1
5246,0
5247,0
5248,1
5249,0
5250,1
5251,1
5252,0
5253,1
5254,0
5255,1
5256,1
5257,1
5258,1
5259,0
5260,0
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,0
5269,0
5270,1
5271,0
5272,1
5273,1
5274,0
5275,1
5276,0
5277,1
5278,1
5279,0
5280,0
5281,1
5282,1
5283,1
5284,1
5285,0
5286,1
5287,1
5288,0
5289,1
5290,1
5291,1
5292,0
5293,0
5294,1
5295,1
5296,1
5297,0
5298,1
5299,1
5300,1
5301,1
5302,0
5303,1
5304,1
5305,0
5306,1
5307,1
5308,1
5309,1
5310,1
5311,0
5312,0
5313,1
5314,0
5315,1
5316,1
5317,1
5318,1
5319,0
5320,1
5321,1
5322,1
5323,1
5324,1
5325,0
5326,1
5327,1
5328,1
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,1
5336,1
5337,0
5338,0
5339,1
5340,0
5341,1
5342,1
5343,1
5344,0
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,1
5352,0
5353,1
5354,0
5355,1
5356,1
5357,0
5358,0
5359,0
5360,0
5361,0
5362,1
5363,1
5364,1
5365,1
5366,1
5367,1
5368,1
5369,1
5370,1
5371,1
5372,0
5373,0
5374,0
5375,1
5376,0
5377,0
5378,0
5379,1
5380,0
5381,1
5382,0
5383,1
5384,0
5385,1
5386,1
5387,0
5388,1
5389,1
5390,1
5391,1
5392,1
5393,0
5394,1
5395,0
5396,1
5397,1
5398,0
5399,1
5400,0
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,0
5409,1
5410,1
5411,0
5412,1
5413,0
5414,1
5415,1
5416,1
5417,1
5418,0
5419,0
5420,0
5421,1
5422,1
5423,1
5424,1
5425,0
5426,0
5427,1
5428,0
5429,0
5430,0
5431,0
5432,1
5433,1
5434,0
5435,1
5436,1
5437,1
5438,1
5439,1
5440,1
5441,1
5442,0
5443,1
5444,0
5445,0
5446,0
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,1
5454,0
5455,0
5456,0
5457,1
5458,0
5459,1
5460,0
5461,1
5462,0
5463,1
5464,1
5465,1
5466,0
5467,0
5468,1
5469,1
5470,1
5471,0
5472,1
5473,1
5474,1
5475,1
5476,0
5477,1
5478,0
5479,0
5480,1
5481,1
5482,1
5483,0
5484,1
5485,1
5486,1
5487,1
5488,1
5489,0
5490,0
5491,0
5492,0
5493,0
5494,1
5495,1
5496,0
5497,0
5498,1
5499,1
5500,1
5501,0
5502,1
5503,0
5504,1
5505,1
5506,0
5507,1
5508,0
5509,0
5510,1
5511,1
5512,1
5513,1
5514,0
5515,0
5516,1
5517,0
5518,0
5519,0
5520,1
5521,1
5522,0
5523,1
5524,0
5525,0
5526,1
5527,0
5528,1
5529,1
5530,1
5531,0
5532,1
5533,1
5534,1
5535,1
5536,1
5537,0
5538,0
5539,1
5540,0
5541,1
5542,1
5543,0
5544,0
5545,0
5546,0
5547,1
5548,0
5549,1
5550,0
5551,0
5552,0
5553,0
5554,1
5555,0
5556,1
5557,0
5558,0
5559,0
5560,1
5561,0
5562,0
5563,1
5564,0
5565,1
5566,1
5567,1
5568,1
5569,0
5570,0
5571,0
5572,0
5573,0
5574,1
5575,1
5576,0
5577,1
5578,1
5579,1
5580,0
5581,1
5582,1
5583,0
5584,0
5585,1
5586,0
5587,0
5588,1
5589,0
5590,0
5591,1
5592,0
5593,0
5594,0
5595,1
5596,0
5597,0
5598,1
5599,1
5600,0
5601,1
5602,0
5603,1
5604,0
5605,0
5606,1
5607,0
5608,1
5609,1
5610,1
5611,0
5612,1
5613,1
5614,0
5615,1
5616,1
5617,0
5618,1
5619,1
5620,1
5621,1
5622,1
5623,1
5624,1
5625,0
5626,1
5627,0
5628,0
5629,0
5630,1
5631,1
5632,1
5633,0
5634,1
5635,1
5636,0
5637,0
5638,1
5639,0
5640,1
5641,1
5642,1
5643,1
5644,1
5645,0
5646,1
5647,1
5648,0
5649,0
5650,1
5651,1
5652,0
5653,0
5654,0
5655,1
5656,1
5657,1
5658,0
5659,0
5660,1
5661,1
5662,1
5663,0
5664,1
5665,1
5666,0
5667,0
5668,1
5669,0
5670,0
5671,0
5672,0
5673,1
5674,1
5675,0
5676,0
5677,1
5678,0
5679,1
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,1
5689,1
5690,0
5691,1
5692,1
5693,1
5694,0
5695,1
5696,0
5697,0
5698,0
5699,1
5700,0
5701,1
5702,1
5703,1
5704,0
5705,1
5706,0
5707,0
5708,0
5709,1
5710,0
5711,0
5712,1
5713,1
5714,0
5715,1
5716,0
5717,0
5718,1
5719,1
5720,1
5721,1
5722,0
5723,1
5724,0
5725,0
5726,1
5727,1
5728,0
5729,0
5730,1
5731,0
5732,0
5733,1
5734,0
5735,0
5736,0
5737,0
5738,0
5739,1
5740,1
5741,1
5742,1
5743,0
5744,0
5745,1
5746,0
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,0
5756,1
5757,1
5758,0
5759,1
5760,1
5761,1
5762,0
5763,1
5764,0
5765,1
5766,1
5767,1
5768,0
5769,0
5770,1
5771,0
5772,0
5773,1
5774,0
5775,1
5776,0
5777,1
5778,0
5779,1
5780,1
5781,0
5782,1
5783,0
5784,0
5785,0
5786,1
5787,0
5788,1
5789,0
5790,0
5791,1
5792,1
5793,0
5794,1
5795,1
5796,1
